run_accession	accession	accessionVersion	authors	authorAffiliations	submitter	groupName	geoLocCountry	geoLocAdmin1	sampleCollectionDate	releasedDate	ncbiVirusName	sequencingInstrument	sequencingAssayType	sequencingProtocol	sequencedByOrganization	bioprojectAccession	biosampleAccession	library_source	library_strategy	library_selection	instrument_platform	instrument_model	read_count	base_count	first_public	insdcRawReadsAccession_raw
SRR23322644	PP_000WLET	PP_000WLET.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025052	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	211044	61491937	2023-02-03	SRR23322644
SRR23322649	PP_000WLFR	PP_000WLFR.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025053	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	34840	10446099	2023-02-03	SRR23322649
SRR23322637	PP_000WLGP	PP_000WLGP.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-11	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025054	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	118206	28177414	2023-02-03	SRR23322637
SRR23322635	PP_000WLHL	PP_000WLHL.2	Gigante, C.; Ruiz, V.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Wang, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NY	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025055	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	41869	9883683	2023-02-03	SRR23322635
SRR23322641	PP_000WLJJ	PP_000WLJJ.2	Gigante, C.; Lee, B.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Salehi, E.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-06	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025056	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	268088	80313504	2023-02-03	SRR23322641
SRR23322646	PP_000WLMC	PP_000WLMC.2	Gigante, C.; Xia, D.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Plipat, N.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	PA	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025059	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	328296	95262189	2023-02-03	SRR23322646
SRR23322648	PP_000WLNA	PP_000WLNA.2	Gigante, C.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025060	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	388323	112403485	2023-02-03	SRR23322648
SRR23322645	PP_000WLP8	PP_000WLP8.2	Gigante, C.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Sheth, M. R.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025061	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	56710	16918829	2023-02-03	SRR23322645
SRR23322636	PP_000WLQ6	PP_000WLQ6.2	Gigante, C.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Sheth, M. R.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025062	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	82061	21559551	2023-02-03	SRR23322636
SRR23322652	PP_000WLR4	PP_000WLR4.2	Gigante, C.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Sheth, M. R.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-11	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025063	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	1198062	293026766	2023-02-03	SRR23322652
SRR23322653	PP_000WLS2	PP_000WLS2.2	Gigante, C.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Sheth, M. R.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025184	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	51531	13792027	2023-02-03	SRR23322653
SRR23322651	PP_000WLT0	PP_000WLT0.2	Gigante, C.; Murray, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Atkinson, A.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	UT	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025185	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	103357	26272254	2023-02-03	SRR23322651
SRR23322650	PP_000WLUY	PP_000WLUY.2	Gigante, C.; Murray, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Atkinson, A.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	UT	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025186	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	56599	14611950	2023-02-03	SRR23322650
SRR23322552	PP_000WLWU	PP_000WLWU.2	Gigante, C.; Ventura, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Nash, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	CA	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025026	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	49183	14752120	2023-02-03	SRR23322552
SRR23322556	PP_000WLYQ	PP_000WLYQ.2	Gigante, C.; Ventura, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Nash, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	CA	2022-11	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025028	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	196432	54301734	2023-02-03	SRR23322556
SRR23322554	PP_000WLZN	PP_000WLZN.2	Gigante, C.; Ventura, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Nash, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	CA	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025029	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	52893	10359345	2023-02-03	SRR23322554
SRR23322553	PP_000WM0L	PP_000WM0L.2	Gigante, C.; Steidley, B.; Seabolt, M.; Zhao, H.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Davizon, E.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	CO	2022-11	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025030	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	412198	97533324	2023-02-03	SRR23322553
SRR23322555	PP_000WM1J	PP_000WM1J.2	Gigante, C.; Steidley, B.; Seabolt, M.; Zhao, H.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Davizon, E.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	CO	2022-11	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025031	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	73852	18407601	2023-02-03	SRR23322555
SRR23322550	PP_000WM2G	PP_000WM2G.2	Gigante, C.; Hauser, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Mangla, A.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	DC	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025032	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	40665	12141760	2023-02-03	SRR23322550
SRR23322551	PP_000WM3E	PP_000WM3E.2	Gigante, C.; Hauser, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Sheth, M.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Mangla, A.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	DC	2022-09	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025033	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	180891	53741221	2023-02-03	SRR23322551
SRR23322647	PP_000WMES	PP_000WMES.2	Gigante, C.; Salinas, A.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Burroughs, M. R.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Haydel, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	LA	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025045	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	343799	87506282	2023-02-03	SRR23322647
SRR23322643	PP_000WMFQ	PP_000WMFQ.2	Gigante, C.; Johnson, S.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Riner, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MI	2022-10	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025046	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	266912	79208975	2023-02-03	SRR23322643
SRR23322642	PP_000WMHK	PP_000WMHK.2	Gigante, C.; Johnson, S.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Weigand, M.; Knipe, K.; Burroughs, M. S.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Riner, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	MI	2022-11	2025-02-03	Monkeypox virus					PRJNA849962	SAMN33025048	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	37791	8972359	2023-02-03	SRR23322642
SRR23578461	PP_000XCPE	PP_000XCPE.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-10	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33401998	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	4535928	1146170293	2023-02-27	SRR23578461
SRR23578460	PP_000XCQC	PP_000XCQC.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-10	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33401999	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	8776562	2183752596	2023-02-27	SRR23578460
SRR23575106	PP_000XCRA	PP_000XCRA.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-10	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399583	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1769033	522524501	2023-02-27	SRR23575106
SRR23575105	PP_000XCS8	PP_000XCS8.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-10	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399584	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1728819	509243302	2023-02-27	SRR23575105
SRR23575102	PP_000XCT6	PP_000XCT6.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-10	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399585	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	3598192	1064576353	2023-02-27	SRR23575102
SRR23575101	PP_000XCU4	PP_000XCU4.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-10	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399586	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	3853120	1140669981	2023-02-27	SRR23575101
SRR23575100	PP_000XCV2	PP_000XCV2.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-11	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399587	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1130632	330700960	2023-02-27	SRR23575100
SRR23575099	PP_000XCW0	PP_000XCW0.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-11	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399588	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	808050	236519622	2023-02-27	SRR23575099
SRR23575098	PP_000XCXY	PP_000XCXY.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-11	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399589	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	550689	161473345	2023-02-27	SRR23575098
SRR23575097	PP_000XCYW	PP_000XCYW.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-11	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399590	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	116434	33708320	2023-02-27	SRR23575097
SRR23575096	PP_000XCZU	PP_000XCZU.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-11	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399591	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	226512	66121945	2023-02-27	SRR23575096
SRR23575095	PP_000XD0S	PP_000XD0S.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-11	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399592	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	200545	58587224	2023-02-27	SRR23575095
SRR23575104	PP_000XD1Q	PP_000XD1Q.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-11	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399593	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2031005	592400447	2023-02-27	SRR23575104
SRR23575103	PP_000XD2N	PP_000XD2N.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-12	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33399594	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1065281	311769666	2023-02-27	SRR23575103
SRR23580685	PP_000XD3L	PP_000XD3L.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404484	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	103591	30210160	2023-02-27	SRR23580685
SRR23580684	PP_000XD4J	PP_000XD4J.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404485	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	73204	21211729	2023-02-27	SRR23580684
SRR23580673	PP_000XD5G	PP_000XD5G.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404486	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	944237	275684274	2023-02-27	SRR23580673
SRR23580670	PP_000XD6E	PP_000XD6E.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404487	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	465673	135452148	2023-02-27	SRR23580670
SRR23580669	PP_000XD7C	PP_000XD7C.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404488	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	62810	18185483	2023-02-27	SRR23580669
SRR23580668	PP_000XD8A	PP_000XD8A.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404489	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	346719	100554954	2023-02-27	SRR23580668
SRR23580667	PP_000XD98	PP_000XD98.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404490	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	936318	273122007	2023-02-27	SRR23580667
SRR23580666	PP_000XDA6	PP_000XDA6.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404491	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	650452	189352816	2023-02-27	SRR23580666
SRR23580665	PP_000XDB4	PP_000XDB4.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404492	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	190660	55531450	2023-02-27	SRR23580665
SRR23580664	PP_000XDC2	PP_000XDC2.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404493	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	596783	174270144	2023-02-27	SRR23580664
SRR23580683	PP_000XDD0	PP_000XDD0.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404494	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	115407	33424345	2023-02-27	SRR23580683
SRR23580682	PP_000XDEY	PP_000XDEY.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-09	2025-02-03	Monkeypox virus					PRJNA862948	SAMN33404495	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	582833	171054387	2023-02-27	SRR23580682
